"Title","Director","Year","Country","Synopsis","Image","TitleTreatment","Artwork","FocalX","FocalY","OurTake","TrailerURL","PreviewURL"
"Friday Night Saturday Morning","Kleber Mendonça Filho","2006","Brazil, Ukraine","After a party on Friday night, a man goes to a convenience store and calls a woman who is in another country. The two talk a lot and try to connect through the call, as if they were meeting.","https://assets.mubicdn.net/images/film/173048/image-w448.jpg?1745493788","","https://images.mubicdn.net/images/artworks/813714/cache-813714-1752003651/images-original.png","0.506964","0.438119","Made before global use of smartphones skyrocketed, the charms of this look at long-distance relationships have gained a new resonance over time. A sketch of two people separated by thousands of miles trying to share in a tender moment, this compassionate short is a masterclass in creative editing.","https://trailers.mubicdn.net/173048/optimised/240p-t-friday-night-saturday-morning_en_us_1064.703_852_480_1703122459.mp4","https://trailers.mubicdn.net/173048/optimised/240p-t-friday-night-saturday-morning_en_us_1064.703_852_480_1703122459.mp4"
"Cold Tropics","Kleber Mendonça Filho","2009","Brazil","Strange climate change makes Recife, in the Northeast region of Brazil, a cold city. A foreign TV documentary examines the effects of change on an entire culture that has always lived in a hot climate.","https://assets.mubicdn.net/images/film/118497/image-w448.jpg?1765364444","","https://images.mubicdn.net/images/artworks/890806/cache-890806-1765364520/images-original.png","0.54","0.12","This mockumentary short is full of inspired comic tangents, including a professional Santa Claus trying to find comfort in a newly chilly city of Brazil. Only growing in relevance today, Kleber Mendonça Filho’s inventive vision of adapting to climate disaster is dystopian yet delightfully witty.","https://trailers.mubicdn.net/118497/optimised/720p-t-cold-tropics_en_us_1689.435_1280_720_1604020405.mp4","https://trailers.mubicdn.net/118497/optimised/240p-t-cold-tropics_en_us_1689.435_1280_720_1604020405.mp4"
"Wadjda","Haifaa Al-Mansour","2012","Saudi Arabia, Germany","An enterprising Saudi girl signs on for her school’s Koran recitation competition as a way to raise the remaining funds she needs in order to buy the green bicycle that has captured her interest.","https://assets.mubicdn.net/images/film/99686/image-w448.jpg?1745491331","","https://images.mubicdn.net/images/artworks/818308/cache-818308-1752008582/images-original.png","0.48468","0.173267","Influenced by Italian neorealism, Wadjda is a heartfelt and charming tale about a child’s conviction against the odds. Both the first woman director from Saudi Arabia, and the first filmmaker to entirely shoot a film there, Haifaa Al-Mansour crafts this delightful hymn to the heft of small battles.","https://trailers.mubicdn.net/99686/optimised/720p-t-wadjda_en_us_997.679_1280_720_1589216969.mp4","https://trailers.mubicdn.net/99686/optimised/240p-t-wadjda_en_us_997.679_1280_720_1589216969.mp4"
"Being John Malkovich","Spike Jonze","1999","United States","A lowly puppeteer takes a job as a file clerk in an office, only to discover a mysterious portal that transports a person into the mind of actor John Malkovich, only to be spit out alongside the New Jersey Turnpike fifteen minutes later.","https://assets.mubicdn.net/images/film/258/image-w448.jpg?1745489495","","https://images.mubicdn.net/images/artworks/802010/cache-802010-1751991691/images-original.png","0.48468","0.306931","It’s hard to imagine that Spike Jonze’s mind-melder was also the debut film from this music and skateboard video director. But Charlie Kaufman’s script helped Jonze create such a fully-formed universe of the hilariously bizarre (and plaintively melancholy) that it become an immediate modern classic.","https://trailers.mubicdn.net/258/optimised/720p-t-being-john-malkovich_640w_700.m4v","https://trailers.mubicdn.net/258/optimised/240p-t-being-john-malkovich_640w_700.m4v"
"The Capsule","Athina Rachel Tsangari","2012","Greece","A group of seven stone-faced women are awakened by candlelight in a palatial mansion, perched at the top of a Cycladic rock. They engage in a bizarre series of ritualistic endeavours for their matriarch, which could prove to be just as incredible as life itself, before receding back to their lair.","https://assets.mubicdn.net/images/film/99341/image-w448.jpg?1745501046","","https://images.mubicdn.net/images/artworks/820144/cache-820144-1752010696/images-original.png","0.490934","0.54703","In a sensuous short that luxuriates in feminine mythology, all things carnal, pendulous, and tentacular spill from flawless flesh. Ariane Labed’s high priestess takes pleasure in pulling the strings on her harem of beautiful, obedient women, combining sadomasochism and Sapphism to delectable ends.","https://trailers.mubicdn.net/99341/optimised/720p-t-the-capsule_fr_en_1280_948_99341.mp4","https://trailers.mubicdn.net/99341/optimised/240p-t-the-capsule_fr_en_1280_948_99341.mp4"
"Taxi Tehran","Jafar Panahi","2015","Iran","Director Jafar Panahi drives a yellow cab through the vibrant streets of Tehran. Diverse passengers, including his niece, a vendor of pirated DVDs, and human-rights activist Nasrin Sotoudeh, enter the taxi and candidly express their views of the world while being interviewed by the gracious Panahi.","https://assets.mubicdn.net/images/film/119983/image-w448.jpg?1745492168","","https://images.mubicdn.net/images/artworks/891209/cache-891209-1765449157/images-original.png","0.462396","0.341584","In his third work made after being banned from filmmaking, Jafar Panahi creatively circumvents the Iranian authorities in this ingenious trip through the streets of Tehran, talking to the city’s residents who then in turn confide in him, their driver. Winner of the Golden Bear at the 65th Berlinale.","https://trailers.mubicdn.net/119983/optimised/1080p-t-taxi-2015_en_us_3284.63_1920_1080_1744869995.mp4","https://trailers.mubicdn.net/119983/optimised/240p-t-taxi-2015_en_us_3284.63_1920_1080_1744869995.mp4"
"Mekong Hotel","Apichatpong Weerasethakul","2012","Thailand, United Kingdom","A quiet hotel overlooking the vast Mekong River in northeast Thailand accommodates both living and undead guests. Its patrons hang around together on the veranda, listen to or play guitar, and rehearse for a film about the relationship between a vampire-like woman and her daughter.","https://assets.mubicdn.net/images/film/97304/image-w448.jpg?1745491247","","https://images.mubicdn.net/images/artworks/822308/cache-822308-1752013012/images-original.png","0.67688","0.995049","Two years after his Palme d’Or win for Uncle Boonmee Who Can Recall His Past Lives, Apichatpong Weerasethakul returned with this haunting docu-fiction hybrid. Reposeful in its liminal tranquility, Mekong Hotel is a poignant, folkloric reflection on memory, loss, and spiritual transcendence.","https://trailers.mubicdn.net/97304/optimised/720p-t-mekong-hotel_en_us_1596009406.mp4","https://trailers.mubicdn.net/97304/optimised/240p-t-mekong-hotel_en_us_1596009406.mp4"
"Green Vinyl","Kleber Mendonça Filho","2005","Brazil","A mother and her daughter live in an apartment in Recife. The mother gives her daughter a box of old colored records with children’s music. She can listen to anything apart from the green vinyl. If she does, it will have tragic consequences.","https://assets.mubicdn.net/images/film/118492/image-w448.jpg?1745492122","","https://images.mubicdn.net/images/artworks/808288/cache-808288-1751998018/images-original.png","0.440111","0.0272277","Innocent sounds of birdsong signal a fresh chance for rule-breaking in this early, playfully spooky Kleber Mendonça Filho short. Spinning a fairytale of risky curiosity into a photo-roman of mischievous girlhood, the Brazilian filmmaker delights in tearing the dreariness of obedience limb from limb.","",""
"Neighbouring Sounds","Kleber Mendonça Filho","2012","Brazil","In Recife, on the Brazilian coast, residents of a flourishing neighborhood go about their quiet lives until their routines are disrupted by the arrival of a private security company. The company’s presence brings a sense of safety to some and tension to others, as power dynamics gradually emerge.","https://assets.mubicdn.net/images/film/94584/image-w448.jpg?1745491052","","https://images.mubicdn.net/images/artworks/790747/cache-790747-1751894268/images-original.png","0.465181","0.524752","The acclaimed Neighboring Sounds is critic-turned-filmmaker Kleber Mendonça Filho’s feature debut. Subtly commenting on class relations in Brazil through the city of Recife’s ominous sounds, it is a sensorial and unique piece of filmmaking, evoking a state of torpor hanging in the hot, heavy air.","https://trailers.mubicdn.net/94584/optimised/720p-t_neighbouri_pt_en_800_720x304_94584.mp4","https://trailers.mubicdn.net/94584/optimised/720p-t_neighbouri_pt_en_800_720x304_94584.mp4"
"Sibyl","Justine Triet","2019","France, Belgium","Lacking inspiration for her new novel, psychotherapist Sibyl borrows source material from the life of her newest patient Margot, a young actor wrapped up in a dramatic affair with her co-star, Igor. Becoming further enmeshed in Margot’s life, Sibyl starts to blur fiction with reality.","https://assets.mubicdn.net/images/film/227269/image-w448.jpg?1745501140","https://images.mubicdn.net/images/artworks/780639/cache-780639-1748947840/images-original.png","https://images.mubicdn.net/images/artworks/801022/cache-801022-1751990722/images-original.png","0.658774","0.269802","In Justine Triet’s Sibyl—starring Gaspard Ulliel, Virginie Efira and Sandra Hüller—chaos equates to delight and the ethically wrong is exhilarating. Psychoanalysis and cinema come together in a thrillingly erotic and perilous game blurring fiction and reality, dizzyingly escaping any classification.","https://trailers.mubicdn.net/227269/optimised/720p-t-sibyl-2019_en_us_1199.536_1280_720_1597361364.mp4","https://trailers.mubicdn.net/227269/optimised/240p-t-sibyl-2019_en_us_1199.536_1280_720_1597361364.mp4"
"Wetlands","David Wnendt","2013","Germany","Helen is a nonconformist teenage girl who maintains a conflictual relationship with her parents. Hanging out most of her time with her friend Corinna, with whom she breaks one social taboo after another, she uses sex as a way to rebel and break the conventional bourgeois ethic.","https://assets.mubicdn.net/images/film/108516/image-w448.jpg?1745491666","","https://images.mubicdn.net/images/artworks/883008/cache-883008-1762534687/images-original.png","0.52","0.43","Based on an autobiographical erotic novel of the same name, this unabashedly fleshy, raunchy film of a capricious adolescence stays true to its viscous title. “Wetlands” are those of an abject femininity, here on colorfully itchy, sticky display and embodied excellently by the lead actor.","https://trailers.mubicdn.net/108516/optimised/720p-t-wetlands-2013_xx_xx_1280_2929_108516.mp4","https://trailers.mubicdn.net/108516/optimised/240p-t-wetlands-2013_xx_xx_1280_2929_108516.mp4"
"Bottoms","Emma Seligman","2023","United States","PJ and Josie, two unpopular girls in their senior year, start a fight club as a way to lose their virginities to cheerleaders. When the fight club gains traction—and the most popular girls are beating each other up in the name of self-defense—PJ and Josie find themselves in over their heads.","https://assets.mubicdn.net/images/film/300894/image-w448.jpg?1745500947","https://images.mubicdn.net/images/artworks/890612/cache-890612-1765273359/images-original.png","https://images.mubicdn.net/images/artworks/869547/cache-869547-1759744317/images-original.png","0.23","0.45","Besties onscreen and off, Ayo Edebiri and Rachel Sennott kick, punch, and somersault their way to first kisses in Emma Seligman’s riotous followup to Shiva Baby. A refreshingly modern take on the classic teen comedy, Bottoms reimagines high-school hijinks with a whimsical dose of absurdism.","https://trailers.mubicdn.net/300894/optimised/1080p-t-bottoms_en_us_1343.465_1920_1080_1686121212.mp4","https://trailers.mubicdn.net/300894/optimised/240p-t-bottoms_en_us_1343.465_1920_1080_1686121212.mp4"
"El Planeta","Amalia Ulman","2021","Spain, United States","Whether shoplifting, not paying for an extravagant meal, or weighing the pros and cons of low-key sex work, Leo and María, daughter and mother, bluff and grift to keep up the lifestyle they think they deserve. They bond over common tragedy and an impending eviction in post-crisis Spain.","https://assets.mubicdn.net/images/film/287910/image-w448.jpg?1745497851","https://images.mubicdn.net/images/artworks/761921/cache-761921-1741041480/images-original.png","https://images.mubicdn.net/images/artworks/840450/cache-840450-1752042068/images-original.png","0.512535","0.173267","It’s not easy being broke when you’ve got expensive tastes. A real-life mother-daughter duo find clever ways to hustle in this deadpan, monochrome debut from rising star Amalia Ulman. Transposing the langor of Hong Sang-soo to post-crisis Spain, Ulman takes an absurdist yet tender look at scamming.","https://trailers.mubicdn.net/287910/optimised/1080p-t-el-planeta_en_us_1669296277.mp4","https://trailers.mubicdn.net/287910/optimised/240p-t-el-planeta_en_us_1669296277.mp4"
"Orlando","Sally Potter","1992","United Kingdom, Russia","Young aristocrat Orlando begins a quest for love and freedom in the court of Elizabeth I as a man. He is granted favours and property by the queen who commands the nobleman to never change. Orlando completes the search 400 years later as a woman, shaking off their biological and cultural destiny.","https://assets.mubicdn.net/images/film/2691/image-w448.jpg?1745490495","","https://images.mubicdn.net/images/artworks/822519/cache-822519-1752013225/images-original.png","0.469359","0.271605","Sally Potter’s fearless adaptation of Virginia Woolf’s supposedly unfilmable book, Orlando was nine years in the making. This restlessly rule-bending, gender fluid, time-traveling epic—starring a dazzling Tilda Swinton on typically shape-shifting form—remains an unmatched feat of queer filmmaking.","https://trailers.mubicdn.net/2691/optimised/1080p-t-orlando_en_us_2880.896_1920_1080_1743934405.mp4","https://trailers.mubicdn.net/2691/optimised/240p-t-orlando_en_us_2880.896_1920_1080_1743934405.mp4"
"Born in Flames","Lizzie Borden","1983","United States","Ten years after a social-democratic cultural revolution in the US, Adelaide Norris, the Black radical founder of the Woman’s Army, is mysteriously killed. In response, a feminist insurgency—a coalition of women across all lines of race, class, and sexual preference—emerges to blow the System apart.","https://assets.mubicdn.net/images/film/12073/image-w448.jpg?1745490968","","https://images.mubicdn.net/images/artworks/835648/cache-835648-1752027821/images-original.png","0.462396","0.606436","Lizzie Borden’s incendiary work of feminist provocation and grungy, science-fiction futurism is charged with the energy of revolution. Born in Flames is both a vital time capsule of 1980s pre-gentrification New York and a disruptive, timely film that speaks so clearly to our discordant present.","https://trailers.mubicdn.net/12073/optimised/720p-t-born-in-flames_en_us_1620296222.mp4","https://trailers.mubicdn.net/12073/optimised/240p-t-born-in-flames_en_us_1620296222.mp4"
"Pepi, Luci, Bom","Pedro Almodóvar","1980","Spain","In 1980s countercultural Madrid, three women embark on wild misadventures. Pepi, a layabout, becomes an overnight success in the advertising world. Luci, a housewife, discovers her hidden masochistic side—while Bom is the lesbian punk who teaches Luci to find her pleasure in pain.","https://assets.mubicdn.net/images/film/5138/image-w448.jpg?1745490706","","https://images.mubicdn.net/images/artworks/839400/cache-839400-1752037728/images-original.png","0.435933","0.148796","Identity, sexuality, the reshaping of life through art—Pedro Almodóvar’s career preoccupations are already in plain sight in his first commercially released feature. Forget the vibrant formal poise of his mature works, Pepi, Luci, Bom is a scuzzy, punk-inflected exercise in filmmaking on the run.","https://trailers.mubicdn.net/5138/optimised/1080p-t-pepi-luci-bom_en_us_1735703544.mp4","https://trailers.mubicdn.net/5138/optimised/240p-t-pepi-luci-bom_en_us_1735703544.mp4"
"The Hypnosis","Ernst De Geer","2023","Sweden, Norway","Vera and André are a couple who get the chance to pitch their startup business at a prestigious pitching competition. Right before the contest, Vera tries hypnotherapy to quit smoking, with an unexpected side effect: she loses all social inhibitions.","https://assets.mubicdn.net/images/film/381765/image-w448.jpg?1745501443","https://images.mubicdn.net/images/artworks/702250/cache-702250-1723654744/images-original.png","https://images.mubicdn.net/images/artworks/827230/cache-827230-1752018179/images-original.png","0.732591","0.366337","For his zany feature debut, Ernst De Geer mounts a biting satire of startup culture, where authenticity is just another branded product for sale. Wreaking havoc as a modern couple on the verge of chaos, stars Asta Kamma August and Herbert Nordrum channel millennial anxiety with terrifying accuracy.","https://trailers.mubicdn.net/381765/optimised/1080p-t-the-hypnosis-2023_en_us_1723655156.mp4","https://trailers.mubicdn.net/381765/optimised/240p-t-the-hypnosis-2023_en_us_1723655156.mp4"
"Something Wild","Jonathan Demme","1986","United States","A straitlaced businessman meets a quirky, free-spirited woman at a downtown New York greasy spoon. Her offer of a ride back to his office results in a lunchtime motel rendezvous, kickstarting an impulsive interstate road trip that brings the two face-to-face with their hidden selves.","https://assets.mubicdn.net/images/film/26916/image-w448.jpg?1747920011","","https://images.mubicdn.net/images/artworks/842477/cache-842477-1752050213/images-original.png","0.309192","0.962871","Jonathan Demme’s off-kilter comedy turns the cliché of the philandering husband inside out to celebrate the thrill of broken rules and skirted responsibilities. Jeff Daniels and Melanie Griffith sizzle as the dynamic duo at the heart of this groovy escapade, doing their best to outrun the past.","https://trailers.mubicdn.net/26916/optimised/1080p-t-something-wild_en_us_1772557903.mp4","https://trailers.mubicdn.net/26916/optimised/240p-t-something-wild_en_us_1772557903.mp4"
"Northwest Passage","David Lynch","1990","United States","The small northwest town of Twin Peaks, Washington, is shaken up when the body of the Homecoming Queen, Laura Palmer, is discovered washed up on a riverbank, wrapped in plastic.","https://assets.mubicdn.net/images/film/433422/image-w448.jpg?1747141083","","https://images.mubicdn.net/images/artworks/842159/cache-842159-1752048728/images-original.png","0.377437","0.561881","","",""
"Eternal Sunshine of the Spotless Mind","Michel Gondry","2004","United States","Joel is stunned to discover that his estranged girlfriend Clementine has undergone an experimental psychiatric treatment to have her memories of their tumultuous relationship erased. Still in love with Clementine, he elects to undergo the procedure himself.","https://assets.mubicdn.net/images/film/92/image-w448.jpg?1766101038","","https://images.mubicdn.net/images/artworks/898301/cache-898301-1766101115/images-original.png","0.72","0.46","A fragmented, non-linear look at the elusive and peculiar nature of memory, this gorgeous and romantic, high-concept yet lo-fi/sci-fi cult classic could only come from the genius mind of Charlie Kaufman. Aching and ambitious filmmaking, of a kind rarely replicated.","https://trailers.mubicdn.net/92/optimised/720p-t-eternal-sunshine2_none_700_640x352.mp4","https://trailers.mubicdn.net/92/optimised/240p-t-eternal-sunshine2_none_700_640x352.mp4"
"2015","Rodrigo Sorogoyen","2024","Spain, France","It’s the early morning of January 1st, 2016. Óscar is feeling down: he’s gone to a nightclub with his ex-girlfriend, Vero, thinking he still has a chance with her. But he’s wrong. It’s the same nightclub where Ana works as a waitress. When the club closes, Ana and Óscar meet at a bar.","https://assets.mubicdn.net/images/film/448214/image-w448.jpg?1760109597","","https://images.mubicdn.net/images/artworks/871379/cache-871379-1760112287/images-original.png","0.52","0.38","","",""
"Phantom Thread","Paul Thomas Anderson","2017","United States, China","In 1950s post-war London, renowned dressmaker Reynolds Woodcock is at the center of British fashion, dressing royalty, movie stars, and socialites. But when Woodcock comes across Alma, a young, strong-willed woman—who soon becomes his muse—he finds his carefully tailored life disrupted by love.","https://assets.mubicdn.net/images/film/157754/image-w448.jpg?1764350842","https://images.mubicdn.net/images/artworks/888126/cache-888126-1764671332/images-original.png","https://images.mubicdn.net/images/artworks/887301/cache-887301-1764350947/images-original.png","0.4","0.28","In this lustrous drama, master craftsman Paul Thomas Anderson handles the sumptuous fabric of a passionate courtship between headstrong lovers. Hand in glove with that feverish romance, Jonny Greenwood’s rippling piano melodies climb to the heavens and sigh at the triumph of tenderness over regimen.","https://trailers.mubicdn.net/157754/optimised/720p-t-untitled-paul-thomas-anderson-fashion-project_en_us_1280_720_1508796931.mp4","https://trailers.mubicdn.net/157754/optimised/240p-t-untitled-paul-thomas-anderson-fashion-project_en_us_1280_720_1508796931.mp4"
"Mysterious Skin","Gregg Araki","2004","United States, Netherlands","Brian Lackey went missing for five hours when he was eight, an event he’s convinced was an alien abduction. In the same small Kansas town, teenage hustler Neil McCormick is a confused outsider with a dark past. Both young men pursue a self-destructive path that will lead them toward each other.","https://assets.mubicdn.net/images/film/400/image-w448.jpg?1745493141","","https://images.mubicdn.net/images/artworks/804354/cache-804354-1751994032/images-original.png","0.266017","0.431416","An incendiary yet sensitive tale that busts open the dark secrets of the American heartland, Mysterious Skin is one of the best coming-of-age films of the ’00s. Created by New Queer Cinema troublemaker Gregg Araki and starring Joseph Gordon-Levitt, it stages an unforgettable reckoning with trauma.","https://trailers.mubicdn.net/400/optimised/720p-t-mysterious-skin_en_us_1233.722_1280_720_1642093816.mp4","https://trailers.mubicdn.net/400/optimised/240p-t-mysterious-skin_en_us_1233.722_1280_720_1642093816.mp4"
"Moonstruck","Norman Jewison","1987","United States","In Brooklyn’s Italian-American community, widowed bookkeeper Loretta agrees to marry kind, steady Johnny. But when she meets Ronny, his passionate and moody younger brother, sparks fly. As family tensions simmer and emotions run high, Loretta finds herself in a dilemma.","https://assets.mubicdn.net/images/film/9487/image-w448.jpg?1745490768","https://images.mubicdn.net/images/artworks/900250/cache-900250-1769542080/images-original.png","https://images.mubicdn.net/images/artworks/841254/cache-841254-1752045406/images-original.png","0.262865","0.380247","Love drives people nuts in Norman Jewison’s deliciously farcical comedy, which tears into absurd social mores with glee. Cher won the Oscar® for her warm performance as a woman swept off her feet by Nicolas Cage’s wolfish lover, their offbeat romance glinting in the romantic New York City moonlight.","https://trailers.mubicdn.net/9487/optimised/720p-t-moonstruck_en_xx_1280_1220_9487.mp4","https://trailers.mubicdn.net/9487/optimised/240p-t-moonstruck_en_xx_1280_1220_9487.mp4"
"The Piano Accident","Quentin Dupieux","2025","France","Magalie, a social media sensation famous for posting shocking content online, takes a break after suffering a serious accident while filming one of her videos. Isolated in a mountain chalet with her personal assistant, her retreat is interrupted by a journalist who begins to blackmail her.","https://assets.mubicdn.net/images/film/447318/image-w448.jpg?1764695248","https://images.mubicdn.net/images/artworks/900245/cache-900245-1767122649/images-original.png","https://images.mubicdn.net/images/artworks/888382/cache-888382-1764695716/images-original.png","0.31","0.24","Unrecognizable as a spoiled influencer with a thirst for danger, Adèle Exarchopoulos is a delightful ball of anxiety in Quentin Dupieux’s absurdist comedy.  A cautionary tale against the trappings of modern fame, this acerbic satire indulges in the worst of human behaviors with cartoonish glee.","https://trailers.mubicdn.net/447318/optimised/1080p-t-l-accident-de-piano_en_us_2526.937_1920_1080_1752391086.mp4","https://trailers.mubicdn.net/447318/optimised/240p-t-l-accident-de-piano_en_us_2526.937_1920_1080_1752391086.mp4"
"The Fall","Tarsem Singh","2006","United States, India","In silent-era Hollywood, stuntman Roy Walker is brought to a hospital after an on-set accident. There, he befriends a young girl and tells her a fantastical tale of epic heroes taking revenge on an evil ruler. The story transports her from the hospital into the exotic landscapes of her imagination.","https://assets.mubicdn.net/images/film/8696/image-w448.jpg?1745489624","https://images.mubicdn.net/images/artworks/703004/cache-703004-1727363594/images-original.png","https://images.mubicdn.net/images/artworks/704250/cache-704250-1738878946/images-original.png","0.681058","0.678218","In this inimitable cult classic starring a magnetic Lee Pace, singular filmmaker Tarsem crafts a magical love letter to the power of storytelling and the human imagination. Now restored in spectacular 4K, this visual feast of magnificent costumes and stunning locations rivals the wildest of dreams.","https://trailers.mubicdn.net/8696/optimised/1080p-t-the-fall_en_us_1727363290.mp4","https://trailers.mubicdn.net/8696/optimised/240p-t-the-fall_en_us_1727363290.mp4"
"Touki Bouki","Djibril Diop Mambéty","1973","Senegal","In 1970s Senegal, the disaffected young lovers Anta and Mory, fed up with Dakar, long to escape to the glamour and comforts they imagine France has to offer. But their plan is confounded by obstacles both practical and mystical…","https://assets.mubicdn.net/images/film/2036/image-w448.jpg?1745490817","https://images.mubicdn.net/images/artworks/913134/cache-913134-1769770851/images-original.png","https://images.mubicdn.net/images/artworks/902290/cache-902290-1767858038/images-original.png","0.62","0.43","The first feature from visionary Senegalese director Djibril Diop Mambéty is simply a masterpiece. Winner of the international critics’ award at Cannes, the film’s extraordinary sound design, choppy associative editing, and cool central couple dreaming of escape continues to electrify and inspire.","",""
"When Harry Met Sally...","Rob Reiner","1989","United States","Harry and Sally meet as students. They share a drive from Chicago to New York. After the disagreeable journey, they part ways, Harry declaring that men and women can never be just friends. Over the next ten years, Harry and Sally will bump into each other at various life stages.","https://assets.mubicdn.net/images/film/3473/image-w448.jpg?1745490500","","https://images.mubicdn.net/images/artworks/841079/cache-841079-1752044735/images-original.png","0.490251","0.24505","Meg Ryan and Billy Crystal became rom-com icons for their irresistible turns as modern lovers on the eve of the 1990s in this swooning classic, directed by the late Rob Reiner. Received wisdom about relationships comes loose as the two characters do some more growing up in the scenic Big Apple.","https://trailers.mubicdn.net/3473/optimised/1080p-t-when-harry-met-sally_en_us_2149.939_1920_1044_1748888652.mp4","https://trailers.mubicdn.net/3473/optimised/240p-t-when-harry-met-sally_en_us_2149.939_1920_1044_1748888652.mp4"
"Reprise","Joachim Trier","2006","Norway","Erik and Philip have been best friends since childhood and both want to become writers. While Erik’s manuscript is refused by the publishers as lacking in talent, Philip is eagerly welcomed and overnight becomes a young star in Norway’s literary scene. Soon, their young dreams clash with reality.","https://assets.mubicdn.net/images/film/3197/image-w448.jpg?1745492014","","https://images.mubicdn.net/images/artworks/788170/cache-788170-1751883981/images-original.png","0.45961","0.39604","The first in Joachim Trier’s masterful “Oslo Trilogy” is an electric and affecting dual portrait of two writer friends whose ambitions are challenged by the trials of life. Saturated with punk playfulness, Reprise explores the tantalizing promise—and peril—of fulfilling your creative aspirations.","",""
"Winter in Sokcho","Koya Kamura","2024","France","In the snowy seaside town of Sokcho, 25-year-old Soo-Ha works at a guesthouse. She drifts between her mother’s fish stall and her boyfriend until a French artist’s arrival stirs questions about her identity. As winter deepens, Soo-Ha and the artist form an unspoken connection through food and art.","https://assets.mubicdn.net/images/film/419387/image-w448.jpg?1762450266","https://images.mubicdn.net/images/artworks/877646/cache-877646-1761157600/images-original.png","https://images.mubicdn.net/images/artworks/882436/cache-882436-1762450334/images-original.png","0.63","0.32","Two beautifully tender performances lift this subtle love story, which washes away the residual haze of romantic cliché. Adapting the twinned portrait of solitude from an award-winning novel, Koya Kamura suffuses his directorial debut with shoreline blues and exquisitely vaporous watercolor imagery.","https://trailers.mubicdn.net/419387/optimised/1080p-t-winter-in-sokcho_en_us_1762440897.mp4","https://trailers.mubicdn.net/419387/optimised/240p-t-winter-in-sokcho_en_us_1762440897.mp4"
"Fargo","Joel Coen","1996","United States, United Kingdom","A car salesman plans to wipe out his personal debts by hiring a pair of colorful crooks to kidnap his wife and have her wealthy father pay the ransom. The haphazard scheme turns sour during a routine pull-over that leaves three dead bodies in its wake.","https://assets.mubicdn.net/images/film/170/image-w448.jpg?1745490955","","https://images.mubicdn.net/images/artworks/840914/cache-840914-1752044055/images-original.png","0.579387","0.341584","Unpredictable in its plot, this noir detective tale, a, cult hit from the Coen brothers, hasn’t aged a day. With an award-winning performance from Frances McDormand, Fargo is an offbeat masterclass in dark humor. Suspense, comedy and social observation have rarely coexisted so naturally on screen.","https://trailers.mubicdn.net/170/optimised/1080p-t-fargo_en_us_2537.882_1920_1080_1699662374.mp4","https://trailers.mubicdn.net/170/optimised/240p-t-fargo_en_us_2537.882_1920_1080_1699662374.mp4"
"We Need to Talk About Kevin","Lynne Ramsay","2011","United Kingdom, United States","Eva puts her ambitions and career aside to give birth to Kevin. The relationship between mother and son is difficult from the very first years. When he does something irrational and unforgivable in the eyes of the community, Eva grapples with her own feelings of grief and responsibility.","https://assets.mubicdn.net/images/film/39858/image-w448.jpg?1745492504","","https://images.mubicdn.net/images/artworks/790309/cache-790309-1751892505/images-original.png","0.452646","0.502475","Nine agonizing years after Morvern Callar, Lynne Ramsay returned to Cannes with another acclaimed literary adaptation. Radically reimagining the nature-or-nurture novel, Ramsay—and star Tilda Swinton—transform the text into a chilling film rightfully venerated for its unforgettable visual language.","https://trailers.mubicdn.net/39858/optimised/720p-t-we-need-to-talk-about-kevin_en_us_772.029_1280_720_1633107180.mp4","https://trailers.mubicdn.net/39858/optimised/240p-t-we-need-to-talk-about-kevin_en_us_772.029_1280_720_1633107180.mp4"
"Blue Velvet","David Lynch","1986","United States","Home from college, Jeffrey finds a severed ear in a field, leading him into a dark and surreal mystery. As he investigates, he’s drawn into the secrets of small-town life, the mysterious lounge singer Dorothy, and a psychopath who will stop at nothing to keep Dorothy in his grasp.","https://assets.mubicdn.net/images/film/1309/image-w448.jpg?1753726625","https://images.mubicdn.net/images/artworks/886808/cache-886808-1764610326/images-original.png","https://images.mubicdn.net/images/artworks/846130/cache-846130-1753726700/images-original.png","0.56","0.25","In this twisted, hypnotic take on the coming-of-age drama, David Lynch finds voracious desires and feverish impulses lurking behind the white picket fences of the American dream. Beguiled by Isabella Rossellini’s tragic beauty, Kyle MacLachlan’s wide-eyed voyeur frees love from destructive passion.","https://trailers.mubicdn.net/1309/optimised/1080p-t-blue-velvet_en_us_1739298084.mp4","https://trailers.mubicdn.net/1309/optimised/240p-t-blue-velvet_en_us_1739298084.mp4"
"Mulholland Drive","David Lynch","2001","United States, France","Blonde Betty Elms has only just arrived in Hollywood to become a movie star when she meets an enigmatic brunette with amnesia. Meanwhile, as the two set off to solve the second woman’s identity, filmmaker Adam Kesher runs into ominous trouble while casting his latest project.","https://assets.mubicdn.net/images/film/187/image-w448.jpg?1745491092","","https://images.mubicdn.net/images/artworks/892727/cache-892727-1765882766/images-original.png","0.597493","0.29703","Initially conceived as a TV pilot, only to be transformed into a feature film, Mulholland Drive is an uncorked lightning-in-a-bottle of Hollywood fantasies, baroque emotions, and noir dreamscapes. David Lynch’s surreal puzzle box unfolds a bewitching story of love and revenge in the City of Angels.","https://trailers.mubicdn.net/187/optimised/1080p-t-mulholland-drive_en_us_1920_1080_1683139742.mp4","https://trailers.mubicdn.net/187/optimised/240p-t-mulholland-drive_en_us_1920_1080_1683139742.mp4"
