id,title,release_date,vote_average,vote_count,popularity,runtime,budget,revenue,genres,overview,poster_url,backdrop_url,cast,director
10112,The Aristocats,1970-12-24,7.302,5366,8.4961,78,4000000,191000000,"Animation, Comedy, Family, Adventure","When Madame Adelaide Bonfamille leaves her fortune to Duchess and her children—Bonfamille’s beloved family of cats—the butler plots to steal the money and kidnaps the legatees, leaving them out on a country road. All seems lost until the wily Thomas O’Malley Cat and his jazz-playing alley cats come to the aristocats’ rescue.",https://image.tmdb.org/t/p/original/1BVOSmQUhphMgnTxnXyfQ9tL1Sc.jpg,https://image.tmdb.org/t/p/original/oM5mMTGBqsmMJO3l5tkQdQ0Xujm.jpg,"Phil Harris, Eva Gabor, Sterling Holloway, Scatman Crothers, Paul Winchell",Wolfgang Reitherman
217,Indiana Jones and the Kingdom of the Crystal Skull,2008-05-21,6.026,9018,8.0651,122,185000000,786636033,"Adventure, Action","Set during the Cold War, the Soviets—led by sword-wielding Irina Spalko—are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. Indy is coerced to head to Peru at the behest of a young man whose friend—and Indy's colleague—Professor Oxley has been captured for his knowledge of the skull's whereabouts.",https://image.tmdb.org/t/p/original/56As6XEM1flWvprX4LgkPl8ii4K.jpg,https://image.tmdb.org/t/p/original/p96949hcwUG2BwE6MgKmw0uYNCx.jpg,"Harrison Ford, Cate Blanchett, Karen Allen, Shia LaBeouf, Ray Winstone",Steven Spielberg
1686326,Emi Martínez: The Kid Who Stops Time,2026-05-02,5.0,3,6.6897,77,0,0,"Animation, Documentary","Emiliano, a dreamy boy from Mar del Plata, became the ‘Dibu’ we all know today, one of the great heroes of Argentine football. Written by Hernán Casciari and directed by Gustavo Cova, it tells the story of this kid who discovers he has the power to stop time and argues with a ball that reminds him of all the challenges he has ahead. With a combination of animated sequences created by Liniers, archival footage, and interviews with his friends, family, and teammates, it is a tender and brave account of how his inner strength led him to achieve glory, becoming an inspiration for new generations.",https://image.tmdb.org/t/p/original/yDbFSN7Jj0K4a7YFSV4OXQ4Lqhy.jpg,https://image.tmdb.org/t/p/original/1xV4Yv3Ma2Cu92GwT4tYUQCaEos.jpg,"Emiliano Martínez, Lionel Messi, Agustín Aristarán, Lionel Scaloni, Miguel Ángel ""Pepé"" Santoro",Gustavo Cova
15804,A Brighter Summer Day,1991-07-27,8.251,387,7.4281,237,0,0,"Crime, Drama, Romance","A boy experiences first love, friendships and injustices growing up in 1960s Taiwan.",https://image.tmdb.org/t/p/original/3l8fOAwiN3N5n3hHnZ51eog7Zu2.jpg,https://image.tmdb.org/t/p/original/hypv7bDxzqdhJfEpjRKf1aQbdc.jpg,"Chang Chen, Lisa Yang, Chang Kuo-Chu, Elaine Jin Yan-Ling, Wang Chuan",Edward Yang
1213243,Toxic,,0.0,0,8.1722,195,60000000,0,"Action, Thriller","Set in a bygone era, this gripping tale unfolds in the coastal paradise of Goa, wherea powerful drug cartel pulls the strings behind a facade of sun-soaked beaches and vibrant culture.",https://image.tmdb.org/t/p/original/fJBAfLiNfovSAb6KjkIndpF3Sm7.jpg,https://image.tmdb.org/t/p/original/tBRSSfgqOAq7YlG8udcoJIBm2FG.jpg,"Yash, Kiara Advani, Huma Qureshi, Nayanthara, Tara Sutaria",Geethu Mohandas
96721,Rush,2013-09-02,7.738,7826,7.5573,123,38000000,90200000,"Drama, Action","In the 1970s, a rivalry propels race car drivers Niki Lauda and James Hunt to fame and glory — until a horrible accident threatens to end it all.",https://image.tmdb.org/t/p/original/95BDrWmcfJDEa2WCfjmLgi67jhi.jpg,https://image.tmdb.org/t/p/original/D3eDUNEzJPBDG3TCJcR7RyRgTA.jpg,"Chris Hemsworth, Daniel Brühl, Olivia Wilde, Alexandra Maria Lara, Pierfrancesco Favino",Ron Howard
515001,Jojo Rabbit,2019-10-18,7.985,10409,7.0523,108,14000000,82468705,"Comedy, War, Drama","Jojo, a lonely German boy during World War II has his world shaken when he learns that his single mother is hiding a Jewish girl in their home. Influenced by a buffoonish imaginary version of Adolf Hitler, he begins to question his beliefs and confront the conflict between propaganda and his own humanity.",https://image.tmdb.org/t/p/original/7GsM4mtM0worCtIVeiQt28HieeN.jpg,https://image.tmdb.org/t/p/original/lTyikzfGgRX5ZqIfVeT26APYfRL.jpg,"Roman Griffin Davis, Thomasin McKenzie, Scarlett Johansson, Taika Waititi, Sam Rockwell",Taika Waititi
2300,Space Jam,1996-11-15,6.81,6416,7.0549,87,80000000,250200000,"Family, Animation, Science Fiction, Fantasy, Comedy","With their freedom on the line, the Looney Tunes seek the help of NBA superstar Michael Jordan to win a basketball game against a team of moronic aliens.",https://image.tmdb.org/t/p/original/4RN5El3Pj2W4gpwgiAGLVfSJv2g.jpg,https://image.tmdb.org/t/p/original/lWybXICZZpxnSvWSOW53XxTERUg.jpg,"Michael Jordan, Wayne Knight, Theresa Randle, Manner Washington, Eric Gordon",Joe Pytka
1281,Bean,1997-07-03,6.472,2586,7.4697,89,18000000,251212670,"Family, Adventure, Comedy","Childlike Englishman, Mr. Bean, is an incompetent watchman at the Royal National Gallery. After the museum's board of directors' attempt to have him fired is blocked by the chairman, who has taken a liking to Bean, they send him to Los Angeles to act as their ambassador for the unveiling of a historic painting to humiliate him. Fooled, Mr. Bean must now successfully unveil the painting or risk his and a hapless Los Angeles curator's termination.",https://image.tmdb.org/t/p/original/IwrDPrB4d2DMcpnGkvan46yINL.jpg,https://image.tmdb.org/t/p/original/rHTAgPq6ZGoj5CqxFAh04Q3hJWH.jpg,"Rowan Atkinson, Peter MacNicol, Pamela Reed, Tricia Vessey, Andrew Lawrence",Mel Smith
1285366,Shape of My Heart,2024-07-06,5.0,3,7.5297,91,0,0,Romance,"A romance about a man and a woman who, due to an unexpected event, end up switching bodies. Despite coming from completely different backgrounds and environments, the two try to overcome the various difficulties that arise from their body swap.",https://image.tmdb.org/t/p/original/3r0O6BW9USoZ9mteCVyNKMQriRL.jpg,https://image.tmdb.org/t/p/original/yjK3ardrgdS8suZG8KMU82Q7U38.jpg,"Keisuke Koide, Kei Fubuki, Manami Shindo, Yohta Kawase, Kotaro Tanaka",Shinji Imaoka
320288,Dark Phoenix,2019-06-05,5.968,7075,8.361,114,200000000,252442974,"Science Fiction, Action, Adventure","The X-Men face their most formidable and powerful foe when one of their own, Jean Grey, starts to spiral out of control. During a rescue mission in outer space, Jean is nearly killed when she's hit by a mysterious cosmic force. Once she returns home, this force not only makes her infinitely more powerful, but far more unstable. The X-Men must now band together to save her soul and battle aliens that want to use Grey's new abilities to rule the galaxy.",https://image.tmdb.org/t/p/original/cCTJPelKGLhALq3r51A9uMonxKj.jpg,https://image.tmdb.org/t/p/original/cjRUhKyt2Jo3V1KNzc5tpPNfccG.jpg,"Sophie Turner, James McAvoy, Nicholas Hoult, Tye Sheridan, Michael Fassbender",Simon Kinberg
508,Love Actually,2003-09-07,7.098,7391,8.2096,135,40000000,250779876,"Comedy, Romance, Drama",Eight very different couples deal with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London.,https://image.tmdb.org/t/p/original/7QPeVsr9rcFU9Gl90yg0gTOTpVv.jpg,https://image.tmdb.org/t/p/original/xUWf5xX0AnZgAnYXAMk03zTbsef.jpg,"Hugh Grant, Alan Rickman, Emma Thompson, Liam Neeson, Martine McCutcheon",Richard Curtis
3782,Ikiru,1952-10-09,8.3,1343,7.786,143,0,55240,Drama,"Kanji Watanabe is a middle-aged man who has worked in the same monotonous bureaucratic position for decades. Learning he has cancer, he starts to look for the meaning of his life.",https://image.tmdb.org/t/p/original/dgNTS4EQDDVfkzJI5msKuHu2Ei3.jpg,https://image.tmdb.org/t/p/original/stiGp1XzkLSYdUUEWTyQOZRkr49.jpg,"Takashi Shimura, Haruo Tanaka, Nobuo Kaneko, Bokuzen Hidari, Miki Odagiri",Akira Kurosawa
64686,47 Ronin,2013-12-06,6.204,4142,8.176,119,175000000,151783839,"Drama, Action, Fantasy","Kai—an outcast—joins Oishi, the leader of 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honour to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors.",https://image.tmdb.org/t/p/original/xDHnmcroujCRG0ysYQaiswjbyHd.jpg,https://image.tmdb.org/t/p/original/nyt0jlofZyjhRqiQkEp0cdoKaS3.jpg,"Keanu Reeves, Hiroyuki Sanada, Ko Shibasaki, Tadanobu Asano, Min Tanaka",Carl Rinsch
71552,American Reunion,2012-04-04,6.307,4700,7.1357,114,50000000,234989584,Comedy,"The characters we met a little more than a decade ago return to East Great Falls for their high school reunion. In one long-overdue weekend, they will discover what has changed, who hasn’t, and that time and distance can’t break the bonds of friendship.",https://image.tmdb.org/t/p/original/de5QBIdVR4dnkBZ4a0zjkS4lTg.jpg,https://image.tmdb.org/t/p/original/6YOTQGsF0e9IL1DDwM9zB2NDm4I.jpg,"Jason Biggs, Alyson Hannigan, Seann William Scott, Chris Klein, Thomas Ian Nicholas",Jon Hurwitz
15092,Crank: High Voltage,2009-04-16,6.079,3158,8.3098,96,20000000,34600000,"Action, Thriller, Crime",Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker that requires regular jolts of electricity to keep working.,https://image.tmdb.org/t/p/original/tzTC4EEvF0OPL63frEiogxL2T8M.jpg,https://image.tmdb.org/t/p/original/oTbIfHSLNxi9ihV6SG4K6jZ2PvM.jpg,"Jason Statham, Amy Smart, Dwight Yoakam, Efren Ramirez, Julanne Chidi Hill",Mark Neveldine
228967,The Interview,2014-12-25,6.187,6232,7.9314,112,44000000,12342632,"Action, Comedy","Dave Skylark and his producer Aaron Rapaport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission.",https://image.tmdb.org/t/p/original/tIDC4xT65l7a8qbgg8GvwD5g8c5.jpg,https://image.tmdb.org/t/p/original/3YKGMZQ0pwQXSBSASeKlfPlkso7.jpg,"James Franco, Seth Rogen, Lizzy Caplan, Randall Park, Diana Bang",Seth Rogen
12187,Heart and Souls,1993-08-13,6.91,416,6.7389,104,0,16589540,"Fantasy, Comedy, Romance","A fateful night in 1959, four people die when the bus they are riding crashes. They continue as ghosts; their souls become eternally entwined to the life of a child born at the moment of their deaths as his guardians. Baby Thomas grows up to be a businessman who has memories of his playmates, but assumes they are products of his youthful imagination. When the ghosts realize they need Thomas' help to move on to the afterlife, they decide to make an appearance once more.",https://image.tmdb.org/t/p/original/ik6GtJXMoq5tA581IMeBHr7Wocf.jpg,https://image.tmdb.org/t/p/original/orjpvbnfiDQvqRJIy9cLAb8WTgF.jpg,"Robert Downey Jr., Charles Grodin, Alfre Woodard, Kyra Sedgwick, Tom Sizemore",Ron Underwood
152584,Blue Is the Warmest Color,2013-10-09,7.071,4861,7.4223,180,4300000,19796489,"Romance, Drama","Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire, to assert herself as a woman and as an adult. In front of others, Adele grows, seeks herself, loses herself, finds herself.",https://image.tmdb.org/t/p/original/kgUk1wti2cvrptIgUz0VTAtSF6w.jpg,https://image.tmdb.org/t/p/original/bEmPrq7Y4MubVATOCtOacY3eXQ5.jpg,"Léa Seydoux, Adèle Exarchopoulos, Salim Kéchiouche, Aurélien Recoing, Catherine Salée",Abdellatif Kechiche
1208348,Rental Family,2025-11-20,7.752,802,7.3444,110,0,26585129,"Drama, Comedy","An American actor in Tokyo struggles to find purpose until he lands an unusual gig: working for a Japanese 'rental family' agency, playing stand-in roles for strangers. As he immerses himself in his clients' worlds, he begins to form genuine bonds that blur the lines between performance and reality.",https://image.tmdb.org/t/p/original/A5lswNlytTUrnMWsuD0NFfhZlf3.jpg,https://image.tmdb.org/t/p/original/euoXeFAOt9o7yAWA9zGZk7DdZWZ.jpg,"Brendan Fraser, Takehiro Hira, Mari Yamamoto, Shannon Mahina Gorman, Akira Emoto",Hikari
9739,Demolition Man,1993-10-08,6.751,4101,7.4666,115,57000000,159055768,"Crime, Action, Science Fiction","In 1996, brash L.A. detective John Spartan and maniac killer Simon Phoenix are both sentenced to decades in a cryogenic prison as punishment for a rescue mission gone wrong. When Phoenix escapes 36 years later to wreak havoc on the future, Spartan is awakened to capture his nemesis the old-fashioned way.",https://image.tmdb.org/t/p/original/dq6AmlVFo92PRuoLCcIyFdoRuxf.jpg,https://image.tmdb.org/t/p/original/4pl165EUdvveHCr4J4YcHVA1MnD.jpg,"Sylvester Stallone, Wesley Snipes, Sandra Bullock, Nigel Hawthorne, Benjamin Bratt",Marco Brambilla
1032823,Trap,2024-07-31,6.238,2837,9.8197,105,30000000,83677281,"Crime, Horror, Thriller","A father and teen daughter attend a pop concert, where they realize they're at the center of a dark and sinister event.",https://image.tmdb.org/t/p/original/jwoaKYVqPgYemFpaANL941EF94R.jpg,https://image.tmdb.org/t/p/original/dCgrFY6uTqhEpyhe8MzP1oExyLt.jpg,"Josh Hartnett, Ariel Donoghue, Saleka Night Shyamalan, Alison Pill, Hayley Mills",M. Night Shyamalan
1284016,Power Ballad,2026-05-18,9.3,3,7.3552,98,0,0,"Comedy, Music, Drama","When Rick, a past-his-prime wedding singer, meets fading boy-band star Danny during a gig, the two bond over music and a late-night jam session. But when Danny turns one of Rick’s songs into the hit that reignites his career, Rick sets out to reclaim the recognition he believes he deserves - even if it means risking everything he cares about.",https://image.tmdb.org/t/p/original/lsDLLagSIyTu0Gi06QjVKDp2LI2.jpg,https://image.tmdb.org/t/p/original/u1c2DAXhpyAwFK8zljcMc4FFEc3.jpg,"Paul Rudd, Nick Jonas, Peter McDonald, Marcella Plunkett, Rory Keenan",John Carney
6844,The Ten Commandments,1956-10-05,7.784,1861,8.735,220,13000000,122700000,"Drama, History","Escaping death, a Hebrew infant is raised in a royal household to become a prince. Upon discovery of his true heritage, Moses embarks on a personal quest to reclaim his destiny as the leader and liberator of the Hebrew people.",https://image.tmdb.org/t/p/original/n7baShuR4TVdV4xgsvAFf59y0aR.jpg,https://image.tmdb.org/t/p/original/3e3dVaVrla2GH6CWKbNRjTvk3s8.jpg,"Charlton Heston, Yul Brynner, Anne Baxter, Edward G. Robinson, Yvonne De Carlo",Cecil B. DeMille
1452,Superman Returns,2006-06-28,5.815,4565,7.0342,154,223000000,391081192,"Science Fiction, Action, Adventure","Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest to felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.",https://image.tmdb.org/t/p/original/385XwTQZDpRX2d3kxtnpiLrjBXw.jpg,https://image.tmdb.org/t/p/original/aTBsOF7JDQQlwO9Od2iQJEuSRWR.jpg,"Brandon Routh, Kate Bosworth, Kevin Spacey, James Marsden, Parker Posey",Bryan Singer
83542,Cloud Atlas,2012-10-26,6.894,7519,7.6291,172,102000000,130482868,"Drama, Science Fiction","A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.",https://image.tmdb.org/t/p/original/8naVv2Xu3rWI5JKHz0vCujx6GaJ.jpg,https://image.tmdb.org/t/p/original/cHm1lWAok12vwnTHqzprbPTk49q.jpg,"Tom Hanks, Halle Berry, Jim Broadbent, Hugo Weaving, Jim Sturgess",Lana Wachowski
605722,Long Distance,2024-07-12,6.514,256,7.0394,87,0,0,"Science Fiction, Comedy, Action","After crash-landing on an alien planet, an asteroid miner must contend with the challenges of his new surroundings, while making his way across the harsh terrain to the only other survivor – a woman who is trapped in her escape pod.",https://image.tmdb.org/t/p/original/m5NKltgQqqyoWJNuK18IqEGRG7J.jpg,https://image.tmdb.org/t/p/original/1QV5TIM7pVm0wcWthKIAj7cXjbJ.jpg,"Anthony Ramos, Naomi Scott, Kristofer Hivju, Zachary Quinto, Izzy Jones",Will Speck
639933,The Northman,2022-04-07,7.033,5030,7.4801,137,70000000,69633110,"Action, Adventure, Fantasy","Prince Amleth is on the verge of becoming a man when his father is brutally murdered by his uncle, who kidnaps the boy's mother. Two decades later, Amleth is now a Viking who's on a mission to save his mother, kill his uncle and avenge his father.",https://image.tmdb.org/t/p/original/aSSJMnHknzKjlZ6zybwD7eyJ4Po.jpg,https://image.tmdb.org/t/p/original/fMiEp00v8gGWEceL4QeLu6H6z69.jpg,"Alexander Skarsgård, Nicole Kidman, Claes Bang, Ethan Hawke, Anya Taylor-Joy",Robert Eggers
13811,Knowing,2009-03-19,6.255,5812,8.2982,121,50000000,155446362,"Action, Mystery, Science Fiction, Thriller",A teacher opens a time capsule that has been dug up at his son's elementary school; in it are some chilling predictions -- some that have already occurred and others that are about to -- that lead him to believe his family plays a role in the events that are about to unfold.,https://image.tmdb.org/t/p/original/OG0mxQt4YaNIWiz8EKJSHe9lPh.jpg,https://image.tmdb.org/t/p/original/s6h8MemlWFshLmPfd08syBpaTTK.jpg,"Nicolas Cage, Rose Byrne, Chandler Canterbury, Ben Mendelsohn, Nadia Townsend",Alex Proyas
13252,Cleaner,2007-09-11,6.09,929,7.9758,88,25000000,5796630,"Crime, Thriller, Mystery","Single father and former cop Tom Cutler has an unusual occupation: he cleans up death scenes. But when he's called in to sterilize a wealthy suburban residence after a brutal shooting, Cutler is shocked to learn he may have unknowingly erased crucial evidence, entangling himself in a dirty criminal cover-up.",https://image.tmdb.org/t/p/original/8KhDbFg9STRlvrOLvaQ7PjOo7XT.jpg,https://image.tmdb.org/t/p/original/z6ueaizIb3vH3l1l4xSr2bET2Am.jpg,"Samuel L. Jackson, Ed Harris, Eva Mendes, Luis Guzmán, Keke Palmer",Renny Harlin
103663,The Hunt,2012-10-25,8.094,4757,7.1944,116,3800000,18300000,Drama,"A teacher lives a lonely life, all the while struggling over his son’s custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",https://image.tmdb.org/t/p/original/jkixsXzRh28q3PCqFoWcf7unghT.jpg,https://image.tmdb.org/t/p/original/jmVWlCZ8hRtmrQGbKXXFHsrSohp.jpg,"Mads Mikkelsen, Thomas Bo Larsen, Annika, Lasse Fogelstrøm, Susse Wold",Thomas Vinterberg
50359,Hop,2011-03-30,5.8,1388,6.3502,95,63000000,183953723,"Animation, Comedy, Family","E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In L.A., he's taken in by Fred after the out-of-work slacker hits E.B. with his car.",https://image.tmdb.org/t/p/original/2FrDmwXWjRE1zpNP288YncRt5RF.jpg,https://image.tmdb.org/t/p/original/lqOcVQXfsqba8kUd6dZEJnJIK7T.jpg,"Russell Brand, James Marsden, Kaley Cuoco, Hank Azaria, Elizabeth Perkins",Tim Hill
1088548,Bitter Christmas,2026-03-20,6.602,59,7.5479,112,0,2882688,"Drama, Comedy","After her mother dies in December, advertising director Elsa immerses herself in work to cope. When a panic attack forces her to take a break, she decides to travel to Lanzarote with her friend Patricia. The story of these women run parallel to that of a screenwriter and film director, exploring how life and fiction are inseparably linked, sometimes painfully so.",https://image.tmdb.org/t/p/original/kiPGcHX0YT49nrab76G0bqw3gHW.jpg,https://image.tmdb.org/t/p/original/vkaujALtN1SZGr4M54selGTImVY.jpg,"Bárbara Lennie, Leonardo Sbaraglia, Aitana Sánchez-Gijón, Victoria Luengo, Patrick Criado",Pedro Almodóvar
483685,Tokyo Ghoul: Jack,2015-09-05,7.6,96,7.1678,30,0,0,"Horror, Action, Animation, Drama","Who needs school, who needs baseball, and who needs friends? That's the attitude of high school delinquent, Taishi Fura, who became a loner after falling out with his peers. One day, he witnesses the brutal attack of a ghoul, which left one of his former friends in the hospital and the other dead. Determined to avenge them, Fura decides to pursue the man-eating monster.  His efforts allow him to cross paths with Kishou Arima, a quiet student who also attends his high school. Arima, however, is no ordinary student. Despite his young age, he is a full-fledged investigator of the CCG, a government task force that strives to deal with the ghoul threat. Together, Fura and Arima hunt down the ghoul, known as Lantern, but it soon becomes apparent the monster may be closer than anyone suspects.  In this side story, Tokyo Ghoul: ""Jack"" offers a glimpse into the past of Kishou Arima, well before he ever became the CCG's feared God of Death.",https://image.tmdb.org/t/p/original/1JjfOrZQAmdsR9bPKlwmL6u0eaG.jpg,https://image.tmdb.org/t/p/original/gkebMVTrtVICHCrtzSdedupnSHY.jpg,"Saori Hayami, Daisuke Namikawa, Ryohei Kimura, Rumi Okubo, Tatsuhisa Suzuki",Soichi Shimada
2649,The Game,1997-09-12,7.573,7327,7.0996,129,50000000,109423648,"Drama, Thriller, Mystery","In honor of his birthday, San Francisco banker Nicholas Van Orton, a financial genius and a cold-hearted loner, receives an unusual present from his younger brother, Conrad: a gift certificate to play a unique kind of game. In nary a nanosecond, Nicholas finds himself consumed by a dangerous set of ever-changing rules, unable to distinguish where the charade ends and reality begins.",https://image.tmdb.org/t/p/original/4UOa079915QjiTA2u5hT2yKVgUu.jpg,https://image.tmdb.org/t/p/original/k7GM13qRYSour3lk90Dq1EwdpoW.jpg,"Michael Douglas, Sean Penn, Deborah Kara Unger, James Rebhorn, Peter Donat",David Fincher
127380,Finding Dory,2016-06-16,7.04,12647,7.4109,97,200000000,1029266989,"Adventure, Animation, Family",Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?,https://image.tmdb.org/t/p/original/3UVe8NL1E2ZdUZ9EDlKGJY5UzE.jpg,https://image.tmdb.org/t/p/original/wijltj1toRcicHlCn8Cpsp4yPXe.jpg,"Albert Brooks, Ellen DeGeneres, Ed O'Neill, Hayden Rolence, Diane Keaton",Andrew Stanton
531219,Roald Dahl's The Witches,2020-10-26,6.3,2989,7.6166,104,0,29303571,"Comedy, Fantasy, Family, Horror","In late 1967, a young orphaned boy goes to live with his loving grandma in the rural Alabama town of Demopolis. As the boy and his grandmother encounter some deceptively glamorous but thoroughly diabolical witches, she wisely whisks him away to a seaside resort. Regrettably, they arrive at precisely the same time that the world's Grand High Witch has gathered.",https://image.tmdb.org/t/p/original/ht6EfsM5hrsUPSR4ReJQFDVU71F.jpg,https://image.tmdb.org/t/p/original/4lWr2j3ZSEe8qlt3W3ma8TiiMQB.jpg,"Anne Hathaway, Octavia Spencer, Stanley Tucci, Jahzir Bruno, Chris Rock",Robert Zemeckis
1196573,She Rides Shotgun,2025-07-31,7.0,280,7.5241,120,0,23443,"Action, Thriller, Crime","Newly released from prison and marked for death by unrelenting enemies, Nate must now protect his estranged 9-year-old daughter, Polly, at all costs. With scant resources and no one to trust, Nate and Polly forge a bond under fire as he shows her how to fight and survive—and she teaches him the true meaning of unconditional love.",https://image.tmdb.org/t/p/original/nvqW8mOm818QDio3GKKmPLK8kXj.jpg,https://image.tmdb.org/t/p/original/ytCi1wg6YHpYcFRWCO2jpzN31Kf.jpg,"Taron Egerton, Ana Sophia Heger, Rob Yang, Odessa A'zion, David Lyons",Nick Rowland
1421552,Panda Plan 2: The Magical Tribe,2026-02-17,6.5,10,7.669,100,0,0,"Action, Comedy, Family, Fantasy","The panda ""Huhu"" is about to move into a brand new panda enclosure when he's suddenly confronted by international robbers. Huhu falls off a cliff while battling the robbers, only to awaken to discover he's in a mysterious tribe. To return to the enclosure, this intriguing team helps the tribe solve various problems...",https://image.tmdb.org/t/p/original/asrLPsZMg75SxN1BooggGmpBwRO.jpg,https://image.tmdb.org/t/p/original/bnXeBvYaurIqP0ESAAHUIZjIB0o.jpg,"Jackie Chan, Ma Li, Qiao Shan, Yu Yang, Wang Yinglu",Derek Hui Wang-Yu
536554,M3GAN,2022-12-28,7.023,4814,7.8489,102,12000000,181796517,"Science Fiction, Horror","A brilliant toy company roboticist uses artificial intelligence to develop M3GAN, a life-like doll programmed to emotionally bond with her newly orphaned niece. But when the doll's programming works too well, she becomes overprotective of her new friend with terrifying results.",https://image.tmdb.org/t/p/original/d9nBoowhjiiYc4FBNtQkPY7c11H.jpg,https://image.tmdb.org/t/p/original/qd4EKTuudkws9lW76Dn9C0tnuVA.jpg,"Allison Williams, Violet McGraw, Amie Donald, Jenna Davis, Ronny Chieng",Gerard Johnstone
1104844,BLUE LOCK THE MOVIE -EPISODE NAGI-,2024-04-19,7.449,234,7.6521,91,0,14291561,"Animation, Action, Drama","When apathetic gamer Nagi agrees to join his rich classmate Mikage in soccer, their partnership leads to the famous Blue Lock program — and to changes.",https://image.tmdb.org/t/p/original/yZYZqT1f6rddhiSdjl8NVVCoZKE.jpg,https://image.tmdb.org/t/p/original/dJwclPgKPnV7hX3OSlvSBiCmuvB.jpg,"Nobunaga Shimazaki, Yuma Uchida, Kazuyuki Okitsu, Kazuki Ura, Tasuku Kaito",Shunsuke Ishikawa
1402474,婚約者を腹上死させてしまい抜け殻のようなあいりさんと何度も何度も最低なヤケクソ中出しセックスをしたあの日… 希島あいり,2024-09-10,0.0,0,8.5479,0,0,0,,,https://image.tmdb.org/t/p/original/2NIPJRFWnwLQAvqJrpLe7METwPv.jpg,,Airi Kijima,
324852,Despicable Me 3,2017-06-15,6.5,7630,7.1317,90,80000000,1034800131,"Action, Animation, Comedy, Family, Adventure",Gru and his wife Lucy must stop former '80s child star Balthazar Bratt from achieving world domination.,https://image.tmdb.org/t/p/original/6t3YWl7hrr88lCEFlGVqW5yV99R.jpg,https://image.tmdb.org/t/p/original/ftRkFtAGuHngHnLiOxktq0aCVMF.jpg,"Steve Carell, Kristen Wiig, Trey Parker, Miranda Cosgrove, Dana Gaier",Kyle Balda
308266,War Dogs,2016-08-18,6.942,5482,6.6306,114,50000000,86234523,"Comedy, Crime, Drama","Based on the true story of two young men, David Packouz and Efraim Diveroli, who won a $300 million contract from the Pentagon to arm America's allies in Afghanistan.",https://image.tmdb.org/t/p/original/mDcPRjZC1bb6LavFU3gwsWdVfCM.jpg,https://image.tmdb.org/t/p/original/oNoprEND25zXR6Fns8cIZUkuoMc.jpg,"Miles Teller, Jonah Hill, Ana de Armas, Bradley Cooper, Kevin Pollak",Todd Phillips
614930,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023-07-31,7.22,1593,7.8014,100,75000000,180513586,"Animation, Comedy, Action, Science Fiction","After years of being sheltered from the human world, the Turtle brothers set out to win the hearts of New Yorkers and be accepted as normal teenagers through heroic acts. Their new friend April O'Neil helps them take on a mysterious crime syndicate, but they soon get in over their heads when an army of mutants is unleashed upon them.",https://image.tmdb.org/t/p/original/gyh0eECE2IqrW8GWl3KoHBfc45j.jpg,https://image.tmdb.org/t/p/original/2Cpg8hUn60PK9CW9d5SWf605Ah8.jpg,"Micah Abbey, Shamon Brown Jr., Nicolas Cantu, Brady Noon, Ayo Edebiri",Jeff Rowe
479718,The Outlaws,2017-10-03,7.652,539,7.1117,121,5900000,52946454,"Action, Crime, Thriller","In Chinatown, law and order is turned upside down when a trio of feral Chinese gangsters arrive, start terrorizing civilians, and usurping territory. The beleaguered local gangsters team up with the police, lead by the badass loose cannon Ma Seok-do, to bring them down. Based on a true story.",https://image.tmdb.org/t/p/original/9yi66KlKsDrsu2KuSgtBUmk6Seo.jpg,https://image.tmdb.org/t/p/original/xord8lZ7mK8ctki6FBgNYrbpWCO.jpg,"Don Lee, Yoon Kye-sang, Jo Jae-yun, Choi Gwi-hwa, Lim Hyung-jun",Kang Yun-sung
